image_path,image_name,ground_truth
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor76.tif,harbor76,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor77.tif,harbor77,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor78.tif,harbor78,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor79.tif,harbor79,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor80.tif,harbor80,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor81.tif,harbor81,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor82.tif,harbor82,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor83.tif,harbor83,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor84.tif,harbor84,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor85.tif,harbor85,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor86.tif,harbor86,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor87.tif,harbor87,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor88.tif,harbor88,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor89.tif,harbor89,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor90.tif,harbor90,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor91.tif,harbor91,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor92.tif,harbor92,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor93.tif,harbor93,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor94.tif,harbor94,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor95.tif,harbor95,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor96.tif,harbor96,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor97.tif,harbor97,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor98.tif,harbor98,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\harbor\harbor99.tif,harbor99,harbor
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection00.tif,intersection00,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection01.tif,intersection01,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection02.tif,intersection02,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection03.tif,intersection03,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection04.tif,intersection04,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection05.tif,intersection05,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection06.tif,intersection06,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection07.tif,intersection07,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection08.tif,intersection08,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection09.tif,intersection09,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection10.tif,intersection10,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection11.tif,intersection11,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection12.tif,intersection12,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection13.tif,intersection13,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection14.tif,intersection14,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection15.tif,intersection15,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection16.tif,intersection16,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection17.tif,intersection17,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection18.tif,intersection18,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection19.tif,intersection19,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection20.tif,intersection20,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection21.tif,intersection21,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection22.tif,intersection22,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection23.tif,intersection23,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection24.tif,intersection24,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection25.tif,intersection25,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection26.tif,intersection26,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection27.tif,intersection27,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection28.tif,intersection28,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection29.tif,intersection29,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection30.tif,intersection30,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection31.tif,intersection31,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection32.tif,intersection32,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection33.tif,intersection33,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection34.tif,intersection34,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection35.tif,intersection35,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection36.tif,intersection36,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection37.tif,intersection37,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection38.tif,intersection38,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection39.tif,intersection39,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection40.tif,intersection40,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection41.tif,intersection41,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection42.tif,intersection42,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection43.tif,intersection43,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection44.tif,intersection44,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection45.tif,intersection45,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection46.tif,intersection46,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection47.tif,intersection47,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection48.tif,intersection48,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection49.tif,intersection49,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection50.tif,intersection50,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection51.tif,intersection51,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection52.tif,intersection52,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection53.tif,intersection53,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection54.tif,intersection54,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection55.tif,intersection55,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection56.tif,intersection56,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection57.tif,intersection57,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection58.tif,intersection58,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection59.tif,intersection59,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection60.tif,intersection60,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection61.tif,intersection61,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection62.tif,intersection62,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection63.tif,intersection63,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection64.tif,intersection64,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection65.tif,intersection65,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection66.tif,intersection66,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection67.tif,intersection67,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection68.tif,intersection68,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection69.tif,intersection69,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection70.tif,intersection70,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection71.tif,intersection71,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection72.tif,intersection72,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection73.tif,intersection73,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection74.tif,intersection74,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection75.tif,intersection75,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection76.tif,intersection76,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection77.tif,intersection77,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection78.tif,intersection78,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection79.tif,intersection79,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection80.tif,intersection80,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection81.tif,intersection81,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection82.tif,intersection82,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection83.tif,intersection83,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection84.tif,intersection84,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection85.tif,intersection85,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection86.tif,intersection86,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection87.tif,intersection87,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection88.tif,intersection88,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection89.tif,intersection89,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection90.tif,intersection90,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection91.tif,intersection91,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection92.tif,intersection92,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection93.tif,intersection93,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection94.tif,intersection94,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection95.tif,intersection95,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection96.tif,intersection96,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection97.tif,intersection97,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection98.tif,intersection98,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\intersection\intersection99.tif,intersection99,intersection
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential00.tif,mediumresidential00,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential01.tif,mediumresidential01,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential02.tif,mediumresidential02,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential03.tif,mediumresidential03,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential04.tif,mediumresidential04,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential05.tif,mediumresidential05,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential06.tif,mediumresidential06,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential07.tif,mediumresidential07,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential08.tif,mediumresidential08,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential09.tif,mediumresidential09,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential10.tif,mediumresidential10,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential11.tif,mediumresidential11,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential12.tif,mediumresidential12,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential13.tif,mediumresidential13,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential14.tif,mediumresidential14,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential15.tif,mediumresidential15,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential16.tif,mediumresidential16,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential17.tif,mediumresidential17,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential18.tif,mediumresidential18,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential19.tif,mediumresidential19,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential20.tif,mediumresidential20,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential21.tif,mediumresidential21,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential22.tif,mediumresidential22,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential23.tif,mediumresidential23,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential24.tif,mediumresidential24,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential25.tif,mediumresidential25,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential26.tif,mediumresidential26,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential27.tif,mediumresidential27,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential28.tif,mediumresidential28,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential29.tif,mediumresidential29,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential30.tif,mediumresidential30,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential31.tif,mediumresidential31,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential32.tif,mediumresidential32,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential33.tif,mediumresidential33,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential34.tif,mediumresidential34,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential35.tif,mediumresidential35,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential36.tif,mediumresidential36,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential37.tif,mediumresidential37,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential38.tif,mediumresidential38,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential39.tif,mediumresidential39,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential40.tif,mediumresidential40,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential41.tif,mediumresidential41,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential42.tif,mediumresidential42,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential43.tif,mediumresidential43,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential44.tif,mediumresidential44,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential45.tif,mediumresidential45,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential46.tif,mediumresidential46,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential47.tif,mediumresidential47,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential48.tif,mediumresidential48,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential49.tif,mediumresidential49,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential50.tif,mediumresidential50,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential51.tif,mediumresidential51,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential52.tif,mediumresidential52,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential53.tif,mediumresidential53,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential54.tif,mediumresidential54,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential55.tif,mediumresidential55,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential56.tif,mediumresidential56,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential57.tif,mediumresidential57,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential58.tif,mediumresidential58,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential59.tif,mediumresidential59,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential60.tif,mediumresidential60,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential61.tif,mediumresidential61,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential62.tif,mediumresidential62,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential63.tif,mediumresidential63,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential64.tif,mediumresidential64,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential65.tif,mediumresidential65,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential66.tif,mediumresidential66,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential67.tif,mediumresidential67,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential68.tif,mediumresidential68,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential69.tif,mediumresidential69,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential70.tif,mediumresidential70,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential71.tif,mediumresidential71,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential72.tif,mediumresidential72,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential73.tif,mediumresidential73,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential74.tif,mediumresidential74,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential75.tif,mediumresidential75,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential76.tif,mediumresidential76,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential77.tif,mediumresidential77,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential78.tif,mediumresidential78,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential79.tif,mediumresidential79,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential80.tif,mediumresidential80,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential81.tif,mediumresidential81,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential82.tif,mediumresidential82,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential83.tif,mediumresidential83,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential84.tif,mediumresidential84,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential85.tif,mediumresidential85,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential86.tif,mediumresidential86,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential87.tif,mediumresidential87,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential88.tif,mediumresidential88,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential89.tif,mediumresidential89,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential90.tif,mediumresidential90,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential91.tif,mediumresidential91,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential92.tif,mediumresidential92,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential93.tif,mediumresidential93,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential94.tif,mediumresidential94,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential95.tif,mediumresidential95,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential96.tif,mediumresidential96,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential97.tif,mediumresidential97,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential98.tif,mediumresidential98,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mediumresidential\mediumresidential99.tif,mediumresidential99,mediumresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark00.tif,mobilehomepark00,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark01.tif,mobilehomepark01,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark02.tif,mobilehomepark02,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark03.tif,mobilehomepark03,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark04.tif,mobilehomepark04,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark05.tif,mobilehomepark05,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark06.tif,mobilehomepark06,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark07.tif,mobilehomepark07,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark08.tif,mobilehomepark08,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark09.tif,mobilehomepark09,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark10.tif,mobilehomepark10,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark11.tif,mobilehomepark11,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark12.tif,mobilehomepark12,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark13.tif,mobilehomepark13,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark14.tif,mobilehomepark14,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark15.tif,mobilehomepark15,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark16.tif,mobilehomepark16,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark17.tif,mobilehomepark17,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark18.tif,mobilehomepark18,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark19.tif,mobilehomepark19,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark20.tif,mobilehomepark20,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark21.tif,mobilehomepark21,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark22.tif,mobilehomepark22,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark23.tif,mobilehomepark23,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark24.tif,mobilehomepark24,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark25.tif,mobilehomepark25,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark26.tif,mobilehomepark26,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark27.tif,mobilehomepark27,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark28.tif,mobilehomepark28,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark29.tif,mobilehomepark29,mobilehomepark
D:\Dataset\UCMerced_LandUse_Dataset\Images\mobilehomepark\mobilehomepark30.tif,mobilehomepark30,mobilehomepark
